remark;"CSV-Import-Export"
remark;"Date = Fri Jul 29 11:57:42 2022"
remark;"Version = RSLogix 5000 v31.02"
remark;"Owner = enviro"
remark;"Company = "
0.3
TYPE;SCOPE;NAME;DESCRIPTION;DATATYPE;SPECIFIER;ATTRIBUTES
TAG;;JCP_PSH_003A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_003A_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_0200;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_0200_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_0201;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_0201_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_0300;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_0300A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_0300A_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_0300B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_0300B_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_1210;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_1210_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_1310;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_1310_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_1410;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_1410_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_1510;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_1510_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_310A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_310A_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_310B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSH_310B_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSL_003B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSL_003B_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSL_0101A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSL_0101A1;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSL_0101A2;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSL_0101A_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSL_0101B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSL_0101B_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSL_013;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSL_013_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSL_0300B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_PSL_0300B_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_SC_0101A;"";"F_AO";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_SC_0101B;"";"F_AO";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_SC_0101C;"";"F_AO";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_SC_0101D;"";"F_AO";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_SC_0101E;"";"F_AO";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_SC_1214;"";"F_AO";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_SC_1314;"";"F_AO";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_SC_1414;"";"F_AO";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_SC_1514;"";"F_AO";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_SC_310A;"";"F_AO";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_SC_310B;"";"F_AO";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_SC_5014;"";"F_AO";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_SV_003;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_SV_014;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_TCV_5020;"";"F_AO";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_TIT_001;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_TIT_003;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_TIT_004;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_TIT_0120;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_TIT_5020;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_TIT_952;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_TSH_501;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UAP_0100A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UAP_0100B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UAP_0101A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UAP_0101B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UAP_0101C;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UAP_0200;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UAP_0201;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UAP_0300;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UAP_0300A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UAP_0300B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UAP_1210;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UAP_1310;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UAP_1410;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UAP_1510;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_0100A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_0100B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_0101A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_0101B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_0101C;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_012B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_0200;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_0201;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_0300;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_0300A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_0300B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_1210;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_1310;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_1410;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_150;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_1510;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_250;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_253;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_3050;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_351A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_351B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_501A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_501B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_5050;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_5051;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UE_5052;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_0100A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_0100B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_0101A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_0101B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_0101C;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_0200;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_0201;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_0300;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_0300A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_0300B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_0300B1;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_0300B11;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_1210;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_1310;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_1410;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_150;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_1510;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_250;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_253;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_3050;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_351A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_351B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_501A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_501B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_5050;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_5051;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UF_5052;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UH_0100A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UH_0100B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UH_0101A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UH_0101B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UH_0101C;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UH_0300A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UH_0300B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UPS_0100;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UPS_0101;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_UPS_0102;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_US_0100A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_US_0100B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_US_0101A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_US_0101B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_US_0101C;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_US_0200;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_US_0201;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_US_0300;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_US_0300A;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_US_0300B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_US_1210;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_US_1310;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_US_1410;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_US_1510;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_XSS_100;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_XSS_100_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_XS_1440;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_XS_1440_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_XS_1450;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_XS_1450_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_XS_1460;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_XS_1460_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_XS_B1;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_XS_B2;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_XS_PEM;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_XS_PEM_01;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_XS_PEM_02;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_XS_PEM_03;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_XS_PEM_04;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_XS_PTS;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_ZSC_014;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_ZSC_056;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_ZSC_10B14;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_ZSC_10B141;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_ZSC_1201;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_ZSC_5014;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_ZSC_5015;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_ZSC_501B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_ZSO_004_SD;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_ZSO_004_SD_Latch;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_ZSO_014;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_ZSO_056;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_ZSO_10B14;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_ZSO_1201;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_ZSO_5014;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_ZSO_5015;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;JCP_ZSO_501B;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;KA_400A;"";"UDT_Bomba";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;KA_400A_Latch;"";"TIMER[3]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;KA_400A_ONS;"";"INT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;KA_400B;"";"UDT_Bomba";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;KA_400B_Latch;"";"TIMER[3]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;KA_400B_ONS;"";"INT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;LIT3CPRODUCED;"";"REAL";"";"(RADIX := Float, ProduceCount := 10, ProgrammaticallySendEventTrigger := false, UnicastPermitted := false, Constant := false, ExternalAccess := Read/Write, MinimumRPI := 0.200, MaximumRPI := 536870.900, DefaultRPI := 0)"
TAG;;LIT5214PRODUCED;"";"REAL";"";"(RADIX := Float, ProduceCount := 10, ProgrammaticallySendEventTrigger := false, UnicastPermitted := false, Constant := false, ExternalAccess := Read/Write, MinimumRPI := 0.200, MaximumRPI := 536870.900, DefaultRPI := 0)"
TAG;;LIT6014PRODUCED;"";"REAL";"";"(RADIX := Float, ProduceCount := 10, ProgrammaticallySendEventTrigger := false, UnicastPermitted := false, Constant := false, ExternalAccess := Read/Write, MinimumRPI := 0.200, MaximumRPI := 536870.900, DefaultRPI := 0)"
TAG;;LIT_053G;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;LIT_053G_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;LIT_100;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;LIT_100_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;LSH_053D;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;LSH_053E;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;LSH_053F;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;LSH_100D;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;LSL_053E;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;LV_014;"";"UDT_Valvula";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;LV_053B;"";"UDT_Valvula";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;LV_056;"";"UDT_Valvula";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;LV_10B14;"";"UDT_Valvula";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;LV_5014;"";"UDT_Valvula";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;LV_5015;"";"UDT_Valvula";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;LV_501B;"";"UDT_Valvula";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;LV_5114;"";"UDT_Valvula";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;LY_014;"";"UDT_Valvula";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;LY_053B;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;LY_053B_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;MajorFaultLog;"";"UDT_FaultRecord";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;MCM;"";"MCMModuleDef";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;MSJ_DE_BAT4_JCP;"";"DINT[15]";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;Not_Conn;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_01;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_0101A;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_0101B;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_0101C;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_0101D;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_0101E;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_011;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_012;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_02;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_10B18;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_50110;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_5015;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_5016;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_5017;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_5018;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_5019;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_5020;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_5021;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_5115;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_6001;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_950;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Activar_Sonido;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_NuevoDia_PTA;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_NuevoDia_PTC;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_NuevoDia_PTG;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_CAL_001;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_CAL_002;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_CAL_003;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_CAL_H03A;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_CAL_H03B;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_HMI_Latch_PTA;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_HMI_Latch_PTC;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_LV_056;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_LV_10B14;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_LV_5014;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_LV_5015;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_LV_501B;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_LY_014;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_Modules;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_P0100A;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_P0100B;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ONS_Reset_P0101A;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
