remark;"CSV-Import-Export"
remark;"Date = Fri Jul 29 11:57:42 2022"
remark;"Version = RSLogix 5000 v31.02"
remark;"Owner = enviro"
remark;"Company = "
0.3
TYPE;SCOPE;NAME;DESCRIPTION;DATATYPE;SPECIFIER;ATTRIBUTES
TAG;;SDV_053B_ONS;"";"INT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053B_RST_Aux;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053B_Sts_Abierta;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053B_Sts_Cerrada;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053B_Sts_Falla;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053_Enc_on;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053_INTLK1;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053_Latch;"";"TIMER[3]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053_ONS;"";"INT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053_RST_Aux;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053_Sts_Abierta;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053_Sts_Cerrada;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_053_Sts_Falla;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_054;"";"F_SDV";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_100;"";"F_SDV";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_100_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_100_Enc_On;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_100_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_100_Latch;"";"TIMER[3]";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_100_ONS;"";"INT";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_100_RST_Aux;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_100_Sts_Abierta;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_100_Sts_Cerrada;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_100_Sts_Falla;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_1201;"";"F_SDV";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_1201_Alm_H;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_1201_Enc_On;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_1201_falla;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_1201_INTLK;"";"F_INTLK";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_1201_Latch_Cierre;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_1201_Sts_Abierta;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SDV_1201_Sts_Cerrada;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SEL_LIC_0101;"";"SELECT";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;SEL_TK_500_501;"1=TK 500 Seleccionado$N0=TK 501 Seleccionado";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;Shut_Down_General;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;Shut_Down_HABILITADO;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;Shut_Down_PTA;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;Shut_Down_PTC;"";"F_DI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;Silenciar_Alarma_Sonora;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;Sirena_1;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;Sirena_2;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;Sirena_Sonora;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ST_101D;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;ST_101D_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ST_101E;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;ST_101E_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ST_310B;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;ST_310B_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;Suma_caudales_Iny_PTA;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;SV_004;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SV_050;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SV_053;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SV_053B;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SV_100;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;SV_53B1;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;Task_Watchdog_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;test;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;TIT5020_FALLA;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;TIT_952_FB103;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;TK003;"";"UDT_Tanque";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TK053;"";"UDT_Tanque";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TK10A;"";"UDT_Tanque";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TK10B;"";"UDT_Tanque";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_003_Quemador_Latch_Parada;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_056;"";"UDT_Tanque";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_50;"";"UDT_Tanque";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_500;"";"UDT_Tanque";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_500_Quemador_Latch_Parada;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_500_Sts_Quemador_A_Falla;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_500_Sts_Quemador_A_Marcha;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_500_Sts_Quemador_B_Falla;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_500_Sts_Quemador_B_Marcha;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_501;"";"UDT_Tanque";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_501_Quemador_Latch_Parada;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_501_Sts_Quemador_A_Falla;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_501_Sts_Quemador_A_Marcha;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_501_Sts_Quemador_B_Falla;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_501_Sts_Quemador_B_Marcha;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_50_Quemador_Latch_Parada;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_51;"";"UDT_Tanque";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_51B;"";"UDT_Tanque";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_52;"";"UDT_Tanque";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_60;"";"UDT_Tanque";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_F01;"";"UDT_Tanque";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TK_S01;"";"UDT_Tanque";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;Tof_On_Off;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;Tof_On_Off_Alarma_Sonora_Severidad_1;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_CAL_001;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_CAL_002;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_CAL_003;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_CAL_H03A;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_CAL_H03B;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_LV_056;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_LV_10B14;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_LV_5014;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_LV_5015;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_LV_501B;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_LY_014;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_P_0100A;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_P_0100B;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_P_0101A;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_P_0101B;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_P_0101C;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_P_0201;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_P_0300A;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_P_0300B;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_P_12;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_P_13;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_P_14;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_P_15;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_SDV_1201;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_TK003;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_TK_50;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_TK_500;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TON_Falla_TK_501;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;Ton_On_Off;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;Ton_On_Off_Alarma_Sonora_Severidad_1;"";"TIMER";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TOTAL_DESCARGA;"";"F_AI";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TOTAL_DIA;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;TOT_DESCARGA;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;TOT_DESCARGA1;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;TOT_FT_AGUA_DULCE_NR_03;"";"F_TOT";"";"(Constant := false, ExternalAccess := Read/Write)"
TAG;;TOT_NO_RESET_FT16;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;TOT_NR_FT5015_15HS;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;TOT_NR_FT5016_15HS;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;TOT_NR_FT5017_15HS;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;TOT_NR_FT5018_15HS;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;UE_400A;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;UE_400B;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;UF_400A;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;UF_400B;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;XSE_100C;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;XSE_100D;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;XSE_101D;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;XSE_101E;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;XSE_310A;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;XSE_310B;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;XSE_A;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;XSE_B;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;XSF_B301B_BAT4;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;XSF_B301C_BAT4;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;XSMP_100C;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;XSMP_100D;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;XSMP_101D;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;XSMP_101E;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;XSMP_310A;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;XSMP_310B;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;XSS_100;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;XST_101D;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;XST_101D_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;XST_101E;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;XST_101E_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;XST_310A;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;XST_310A_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;XST_310B;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;XST_310B_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;YF_100C;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;YF_100D;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;YF_101D;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;YF_101E;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;YF_310A;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;YF_310B;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;YM_100C;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;YM_100D;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;YM_101D;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;YM_101E;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;YM_310A;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;YM_310B;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;YS_100C;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;YS_100D;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;YS_101D;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;YS_101E;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;YS_310A;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;YS_310B;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ZSC_004;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ZSC_050;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ZSC_053;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ZSC_053B;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ZSC_100;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ZSO_004;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ZSO_050;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ZSO_053;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ZSO_053B;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ZSO_100;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ZSO_400A;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ZSO_400B;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;ZS_053B;"";"REAL";"";"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG;;ZS_053B_Fault;"";"BOOL";"";"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG;;MSG_ICSA_ECN;"";"MESSAGE";"";"(ExternalAccess := Read/Write, MessageType := CIP Data Table Write, RemoteElement := ""DATOS_ECN"", RequestedLength := 30, ConnectedFlag := 1, ConnectionPath := ""1, 1, 2, 169.254.184.119, 1, 0"", CommTypeCode := 0, LocalIndex := 0, LocalElement := ""DATOS_ECN[0]"", CacheConnections := ""TRUE"")"
TAG;;MSG_ICSA_JCP;"";"MESSAGE";"";"(ExternalAccess := Read/Write, MessageType := CIP Data Table Write, RemoteElement := ""DATOS_JCP"", RequestedLength := 30, ConnectedFlag := 1, ConnectionPath := ""1, 1, 2, 169.254.184.119, 1, 0"", CommTypeCode := 0, LocalIndex := 0, LocalElement := ""DATOS_JCP[0]"", CacheConnections := ""TRUE"")"
TAG;;MSG_ICSA_PH;"";"MESSAGE";"";"(ExternalAccess := Read/Write, MessageType := CIP Data Table Write, RemoteElement := ""DATOS_PH"", RequestedLength := 30, ConnectedFlag := 1, ConnectionPath := ""1, 1, 2, 169.254.184.119, 1, 0"", CommTypeCode := 0, LocalIndex := 0, LocalElement := ""DATOS_PH[0]"", CacheConnections := ""TRUE"")"
TYPE;SCOPE;ROUTINE;COMMENT;OWNING_ELEMENT;LOCATION
TEXTBOX;"EM_JCP_PTA";"PID_014";"EU_MAX y EU_MIN deben tambien estar en $NSPHLimit y SPLLimit";"PID_PIT_014";"240:80"
TEXTBOX;"EM_JCP_PTA";"P_0101A";"Status Marcha";"JCP_UE_0101A";"180:-60"
TEXTBOX;"EM_JCP_PTA";"P_0201";"JCP_LSL_200_Out_D Se repetia en IN6$N ademas de succion en IN1";"P_0201_INTLK";"-640:180"
TEXTBOX;"EM_JCP_PTA";"P_0300";"SIN ENCLAVAMIENTOS ADICIONALES$NNO ENCONTRADO EN LA LOGICA";"P_0300_INTLK";"-320:220"
TEXTBOX;"EM_JCP_PTA";"P_0300A";"Preguntar proque,$N es añadido aparentemente redundante";"JCP_PSH_0300A_Latch";"-500:-40"
TEXTBOX;"EM_JCP_PTA";"_Shut_Down_PTA";"Delay Alarm de 1 minuto tenia originalmente";"";"280:440:Sheet1"
TYPE;SCOPE;ROUTINE;COMMENT;OWNING_ELEMENT;LOCATION
TEXTBOX;"EM_JCP_PTC";"JCP_LIT_5014";"Debe ser revisado por la gente de $R$NSCADA";"HMI_jcp_LIT_5014_CFG_PVLAlmEnable";"-20:20"
TEXTBOX;"EM_JCP_PTC";"JCP_LIT_51B14";"debe ser revisado por la gente de $R$NSCADA";"HMI_jcp_LIT_51B14_CFG_PVLAlmEnable";"-100:20"
TEXTBOX;"EM_JCP_PTC";"JCP_PT_070A";"A revisar por la gente de SCADA";"HMI_JCP_PIT_070A_CFG_PVHHAlmEnable";"-100:20"
TEXTBOX;"EM_JCP_PTC";"JCP_SC_1214";"Tenia velocidad fijada desde bloque";"";"160:80:Sheet1"
TEXTBOX;"EM_JCP_PTC";"P_14A";"Solo se comanda el Shutdown desde el PLC";"P_14A_INTLK";"0:380"
TYPE;SCOPE;ROUTINE;COMMENT;OWNING_ELEMENT;LOCATION
TEXTBOX;"EM_JCP_PTG";"JCP_FIT_950";"FLOW_FB103 apuntaba a PV de JCP_FIT_950_Diario, se le asignara $R$Nun totalizador independiente para que reapunten desde SCADA";"";"540:20:Sheet1"
TYPE;SCOPE;ROUTINE;COMMENT;OWNING_ELEMENT;LOCATION
RCOMMENT;"Inicializacion";"R10_Inicializacion";"sin uso$N";"OTE(JCP_FIT_5021.Cmd_OperProgReq)";"4"
RCOMMENT;"Inicializacion";"R10_Inicializacion";"sin uso";"OTE(JCP_FIT_5021_Diario.ProgStartReq)";"6"
TYPE;SCOPE;ROUTINE;COMMENT;OWNING_ELEMENT;LOCATION
TEXTBOX;"PLC_400";"JCP_PT_100A";"A revisar por gente de $R$NSCADA";"HMI_JCP_PIT_100A_CFG_PVLLAlmEnable";"-80:20"
TEXTBOX;"PLC_400";"JCP_SDV_053B1";"Valvula no posee fines de carrera$N";"SDV_053B1";"-260:300"
TYPE;SCOPE;ROUTINE;COMMENT;OWNING_ELEMENT;LOCATION
RCOMMENT;"F_DI:AOI";"Logic";"GENERACIÓN DE ALARMA DIGITAL";"OTE(ALARM)";"1"
RCOMMENT;"F_DI:AOI";"Logic";"GENERACIÓN DE ALARMA POR FALLA DE CANAL";"OTE(XMTR_FAULT)";"3"
RCOMMENT;"F_DI:AOI";"Logic";"Logica de Startup Bypass";"OTL(SBP_S)";"5"
RCOMMENT;"F_DI:AOI";"Logic";"Generacion de Trip$N";"OTE(TRIP)";"10"
TYPE;SCOPE;ROUTINE;COMMENT;OWNING_ELEMENT;LOCATION
TEXTBOX;"F_PID:AOI";"Logic";"MODE:$N1=Auto$N2=Man$N3=Cascade";"MODE";"-260:-40"
TYPE;SCOPE;ROUTINE;COMMENT;OWNING_ELEMENT;LOCATION
TEXTBOX;"F_SDV:AOI";"Logic";"Valvula Cerrada";"ZIC";"-200:-60"
TEXTBOX;"F_SDV:AOI";"Logic";"Comando a Solenoide";"";"520:300:Sheet1"
TEXTBOX;"F_SDV:AOI";"Logic";"Valvula Abierta";"ZIO";"-200:-60"
TYPE;SCOPE;ROUTINE;COMMENT;OWNING_ELEMENT;LOCATION
TEXTBOX;"F_TOT:AOI";"Logic";"Base de tiempo de totalizacion, $Nhacia bloque interno$N2=Horas$N3=Dias";"SEL_01";"-20:-60"
TEXTBOX;"F_TOT:AOI";"Logic";"Clock 1 Seg";"TONR_01";"200:-20"
TEXTBOX;"F_TOT:AOI";"Logic";"Base de tiempo de $R$Ntotalizacion$N0=Horas$N1=Dias";"GRT_02";"-100:-60"
TYPE;SCOPE;ROUTINE;COMMENT;OWNING_ELEMENT;LOCATION
remark;"Comments for Program (PSMCM:AOI) Routine (Logic) not exported: source not available"
remark;"Comments for Program (PSMCM:AOI) Routine (Prescan) not exported: source not available"
